pair,openedAtMs,entryPrice,baseRiskUsd,effectiveRiskUsd,riskMultiplier,notionalUsd,stopDistanceUsd,initialStopPrice,v4Quality,v4Impulse,v4Retracement,v4Structure,v4Reclaim,v4Resumption,regime,direction,adx,atrPct,spreadPct,setupTag,openPositions,openLotsForPair,openRiskUsd,exitReason,netPnlUsd,rMultiple,mfeR,maeR,holdTimeMinutes,closedAtMs
XRP/USD,1776356400000,1.43896,50,50,1,2674.504805905157,0.02690142857142857,1.4120585714285714,0.361,1,0.24977822836142316,0,0.11725947847451106,0.43774128900157966,TREND,BULLISH,50.49918451716052,0.9408659904249609,0,PULLBACK_CONTINUATION,0,0,0,TIME_EFFICIENCY,16.095312516595065,0.4185651319632539,0.3940311188996846,0.8159417980988763,185,1776367500000
XRP/USD,1776357600000,1.42966,50,50,1,2657.219478519463,0.02690142857142857,1.4027585714285713,0.364,1,0.3367254772084054,0,0.0010464848573632241,0.4822891772942443,TREND,BULLISH,50.49918451716052,0.9408659904249609,0,PULLBACK_CONTINUATION,1,1,50,STRUCTURE_INVALIDATION,22.755789655355755,0.5512718389889059,1.3304126174924322,0.47023525038499714,470,1776385800000
XRP/USD,1776455700000,1.49222,50,50,1,2174.885483467981,0.034305714285714224,1.457914285714286,0.3051,1,0,0,0.15992329046361536,0.36578846987787983,TREND,BULLISH,46.583855990029754,1.1604980273369898,0,PULLBACK_CONTINUATION,0,0,0,STRUCTURE_INVALIDATION,-23.136256350462418,-0.3847755475972386,0,0.43841092695927936,50,1776458700000
XRP/USD,1778299500000,1.43145,50,50,1,3960.2205359260165,0.01807285714285713,1.4133771428571427,0.3731,1,0,0.2897783447060102,0.06053395850099757,0.5151589783001499,TREND,BULLISH,34.18997397189013,0.6323824186590549,0,PULLBACK_CONTINUATION,0,0,0,STRUCTURE_INVALIDATION,-24.127549205596072,-0.34028930519325884,0.11453640028456347,0.34194925302346846,130,1778307300000
XRP/USD,1783187100000,1.17642,50,50,1,2527.450739672214,0.023272857142857126,1.153147142857143,0.4695,1,0.3906619385342869,0.7441415415238065,0.21250010625004861,0,TREND,BULLISH,59.77205164179857,0.9920313533302555,0,PULLBACK_CONTINUATION,0,0,0,STRUCTURE_INVALIDATION,-24.018093118899834,-0.3897243876987258,0.18261616843656395,0.4339819532257077,135,1783195200000
XRP/USD,1787279400000,1.29684,50,50,1,1000,0.064842,1.231998,0.6565,1,0.9401197604790352,1,0.3425133071048368,0,TREND,BULLISH,57.514842849725525,2.563068008942631,0,BREAKOUT_RETEST,0,0,0,TIME_EFFICIENCY,5.256966163906155,0.1412664630949085,0.3499275161160991,0.14280867339070427,185,1787290500000
XRP/USD,1787304300000,1.36499,50,50,1,1286.0625067298333,0.05306857142857159,1.3119214285714282,0.6348,1,0.94244604316547,0.8441672822300524,0,0.38716835421638507,TREND,BULLISH,56.7722914391223,1.8965253172958183,0,BREAKOUT_RETEST,0,0,0,BREAK_EVEN,-2.5314182459351255,-0.00433401529018968,1.1522827608484951,0.011682997738771635,145,1787313000000
XRP/USD,1787319900000,1.41154,50,50,1,1000,0.070577,1.340963,0.3956,1,0.13918346603421683,0,0.8387073913967854,0,TREND,BULLISH,58.40506188090408,2.799138312798251,0,PULLBACK_CONTINUATION,0,0,0,TIME_EFFICIENCY,-15.963247941964154,-0.2835201269535413,0.10895900930898131,0.3324029074627717,185,1787331000000
XRP/USD,1787320200000,1.41849,50,50,1,1000,0.0709245,1.3475655,0.5267,1,0.13918346603421683,0,0.8387073913967854,0.6553753375676474,TREND,BULLISH,58.40506188090408,2.799138312798251,0,PULLBACK_CONTINUATION,1,1,50,TIME_EFFICIENCY,-17.27436146888596,-0.30976601879463433,0.006203780075996248,0.4287658002523817,185,1787331300000
XRP/USD,1787356800000,1.45424,50,50,1,1000.0000000000001,0.072712,1.3815279999999999,0.5695,1,0.8476479864610138,1,0,0,TREND,BULLISH,52.73853106464477,2.603600284879294,0,BREAKOUT_RETEST,0,0,0,PROFIT,152.96624009792063,3.098113103751789,3.089036197601496,0.32374298602706425,305,1787375100000
XRP/USD,1787383800000,1.61324,50,50,1,999.9999999999998,0.08066200000000001,1.532578,0.3553,1,0,0,0.7764196635101347,0,TREND,BULLISH,49.69349688220368,4.777483298692578,0,PULLBACK_CONTINUATION,1,1,50,EMERGENCY,-57.216099278470644,-1.1093203739059283,0,1.1101881927053632,35,1787385900000
XRP/USD,1787383500000,1.59647,50,50,1,999.9999999999999,0.0798235,1.5166465,0.3826,1,0,0,0.270355432316613,0.6426128803136314,TREND,BULLISH,49.69349688220368,4.777483298692578,0,PULLBACK_CONTINUATION,0,0,0,EMERGENCY,-53.95568974048992,-1.0440534429084163,0.20119388400658905,1.0582096750956802,65,1787387400000
XRP/USD,1788470100000,1.47409,50,50,1,1836.774182064154,0.04012714285714284,1.433962857142857,0.4997,1,0.3994076268048705,1,0.09903676570343352,0,TREND,BULLISH,39.75048630912714,1.3637833444517915,0,PULLBACK_CONTINUATION,0,0,0,STRUCTURE_INVALIDATION,-37.93981060201499,-0.6932963081633372,0,0.6838264089145197,75,1788474600000
XRP/USD,1788496200000,1.45547,50,50,1,1815.059146298014,0.04009428571428567,1.4153757142857144,0.3271,1,0.42818106213615725,0,0.207155273699181,0,TREND,BULLISH,37.74703888493324,1.3856194952407268,0,PULLBACK_CONTINUATION,0,0,0,STRUCTURE_INVALIDATION,-12.723776989952253,-0.1893037839378606,0.020202380104039935,0.19479085013896075,60,1788499800000
XRP/USD,1788514500000,1.45437,50,50,1,2507.905109129427,0.028995714285714298,1.4253742857142857,0.462,1,1,0,0,0.3099356357391151,TREND,BULLISH,33.34344497408332,0.9950007304286788,0,BREAKOUT_RETEST,0,0,0,STRUCTURE_INVALIDATION,-19.744141991427227,-0.30487264127703445,0.01793368478100473,0.33729122530422856,55,1788517800000
XRP/USD,1788941100000,1.4436,50,50,1,3015.7574310612313,0.02393428571428578,1.4196657142857143,0.4851,1,0.40275650842264765,0.5520212232154919,0.048577039715194406,0.422296737950652,TREND,BULLISH,27.558083072466736,0.8304691054984276,0,PULLBACK_CONTINUATION,0,0,0,STRUCTURE_INVALIDATION,-36.04719440133682,-0.612928255938877,0,0.6212844693804422,85,1788946200000
