policy,fold,pair,lotId,exitReason,entryPrice,exitPrice,volume,riskUsd,grossPnlUsd,entryFeeUsd,exitFeeUsd,netPnlUsd,rMultiple,mfeR,maeR,holdTimeMinutes,openedAtMs,closedAtMs
U50,2,SOL/USD,replay-SOL/USD-9,TRAILING,90.45,91.35,15.112262521588947,25,13.601036269429924,1.2302137305699483,1.2424546632124351,11.128367875647541,0.544041450777197,1.6925734024179604,0.25388601036269537,195,1787291400000,1787303100000
U50,2,SOL/USD,replay-SOL/USD-10,TIME_EFFICIENCY,91.47,91.77,8.254716981132075,25,2.476415094339599,0.6795530660377358,0.6817818396226415,1.1150801886792219,0.09905660377358395,0.18490566037735923,0.23443396226414887,185,1787323500000,1787334600000
U50,2,SOL/USD,replay-SOL/USD-12,TIME_EFFICIENCY,92.4,93.66,8.80724710619024,25,11.097131353799623,0.7324106693507805,0.7423980875692001,9.622322596879643,0.44388525415198493,0.8595873175641667,0,190,1787347200000,1787358600000
U50,2,SOL/USD,replay-SOL/USD-11,TIME_EFFICIENCY,92.24,93.57,8.80724710619024,25,11.713638651233005,0.731142425767489,0.7416847005535987,10.240811524911917,0.4685455460493202,0.915953699043788,0,210,1787346900000,1787359500000
U50,2,SOL/USD,replay-SOL/USD-13,TRAILING,95.15,100.09,9.931895573212271,25,49.0635641316686,0.8505178774120329,0.8946750851305346,47.31837116912603,1.962542565266744,2.7928490351872908,0.04370034052213377,135,1787366100000,1787374200000
U50,2,SOL/USD,replay-SOL/USD-15,TRAILING,104.61,107.14,8.258612553091082,25,20.894289759320447,0.7775401132609722,0.7963449740443607,19.320404672015115,0.8357715903728179,1.5823501651722531,0.013213780084947797,280,1787838000000,1787854800000
U50,2,SOL/USD,replay-SOL/USD-14,TRAILING,102.02,107.14,9.738452977184195,25,49.86087924318313,0.8941652754590984,0.9390400667779631,48.02767390094606,1.994435169727325,2.8747913188647782,0.41291040623261077,740,1787810400000,1787854800000
U50,2,SOL/USD,replay-SOL/USD-17,STRUCTURE_INVALIDATION,109.97,107.86,7.5431034482758745,25,-15.91594827586209,0.7465635775862081,0.7322392241379322,-17.39475107758623,-0.6366379310344836,0,0.6245689655172404,80,1787877600000,1787882400000
U50,2,SOL/USD,replay-SOL/USD-16,STRUCTURE_INVALIDATION,109.94,107.86,7.3653198653198775,25,-15.319865319865333,0.7287689393939405,0.7149810606060617,-16.763615319865334,-0.6127946127946133,0.002946127946129458,0.6010101010100997,150,1787873400000,1787882400000
U50,2,SOL/USD,replay-SOL/USD-18,TIME_EFFICIENCY,104.97,105.33,10.958046336881655,25,3.9448966812773896,1.0352395115842206,1.0387899185973701,1.8708672510957989,0.15779586725109557,0.3024420788979327,0.04383218534752412,185,1788461400000,1788472500000
U50,2,SOL/USD,replay-SOL/USD-19,TIME_EFFICIENCY,105.18,105.22,10.958046336881655,25,0.438321853475179,1.0373105823418913,1.037705072010019,-1.6366938008767313,0.01753287413900716,0.2103944896681233,0.13587977457733352,185,1788461700000,1788472800000
U50,2,SOL/USD,replay-SOL/USD-20,STRUCTURE_INVALIDATION,104.29,103.69,11.57407407407408,25,-6.944444444444547,1.0863541666666672,1.080104166666667,-9.11090277777788,-0.2777777777777819,0,0.25462962962963503,60,1788496200000,1788499800000
U50,2,SOL/USD,replay-SOL/USD-21,TIME_EFFICIENCY,105.99,106.55,14.26242868785655,25,7.986960065199701,1.3605073349633239,1.3676955990220039,5.258757131214373,0.319478402607988,0.5819070904645531,0,185,1788686400000,1788697500000
U50,2,SOL/USD,replay-SOL/USD-22,STRUCTURE_INVALIDATION,107.13,106.27,13.069454817027632,25,-11.239731142643755,1.260117625093353,1.2500018670649737,-13.749850634802081,-0.4495892457057502,0,0.6587005227781879,110,1788699300000,1788705900000
R0,2,XRP/USD,replay-XRP/USD-1,TIME_EFFICIENCY,1.29684,1.306,771.1051478979674,50,7.063323154745426,0.9,0.9063569908392709,5.256966163906155,0.1412664630949085,0.3499275161160991,0.14280867339070427,185,1787279400000,1787290500000
R0,2,XRP/USD,replay-XRP/USD-2,BREAK_EVEN,1.36499,1.36476,942.1772369979512,50,-0.216700764509484,1.15745625605685,1.1572612253687915,-2.5314182459351255,-0.00433401529018968,1.1522827608484951,0.011682997738771635,145,1787304300000,1787313000000
R0,2,XRP/USD,replay-XRP/USD-3,TIME_EFFICIENCY,1.41154,1.39153,708.4460943366819,50,-14.176006347677063,0.9,0.8872415942870906,-15.963247941964154,-0.2835201269535413,0.10895900930898131,0.3324029074627717,185,1787319900000,1787331000000
R0,2,XRP/USD,replay-XRP/USD-4,TIME_EFFICIENCY,1.41849,1.39652,704.9750086359438,50,-15.488300939731717,0.9,0.8860605291542414,-17.27436146888596,-0.30976601879463433,0.006203780075996248,0.4287658002523817,185,1787320200000,1787331300000
R0,2,XRP/USD,replay-XRP/USD-5,PROFIT,1.45424,1.67951,687.6444053251183,50,154.90565518758947,0.9,1.0394150896688306,152.96624009792063,3.098113103751789,3.089036197601496,0.32374298602706425,305,1787356800000,1787375100000
R0,2,XRP/USD,replay-XRP/USD-7,EMERGENCY,1.61324,1.52376,619.8705710247699,50,-55.46601869529641,0.8999999999999998,0.8500805831742331,-57.216099278470644,-1.1093203739059283,0,1.1101881927053632,35,1787383800000,1787385900000
