pair,lotId,signalId,setupTag,regimeAtEntry,directionAtEntry,entryPrice,exitPrice,volume,entryFeeUsd,exitFeeUsd,grossPnlUsd,netPnlUsd,rMultiple,exitReason,openedAtMs,closedAtMs,holdTimeMinutes,mfeUsd,maeUsd,mfeR,maeR,profitCapturePct,profitCaptureClass,givebackR,timeSinceLastMfeMin,rAt15m,rAt30m,rAt60m,rAt120m,rAt360m,initialStopPrice,initialStopDistanceUsd,riskUsd,notionalUsd,entryFee
SOL/USD,replay-SOL/USD-14,replay-SOL/USD-36,PULLBACK_CONTINUATION,TREND,BULLISH,87.28,86.83,29.560810810810732,2.3220608108108047,2.310088682432426,-13.302364864864913,-17.934514358108142,-0.26604729729729826,STRUCTURE_INVALIDATION,1787242200000,1787252400000,170,14.18918918918927,18.03209459459453,0.2837837837837854,-0.3724662162162125,-182.4733333333324,BAD,0.5498310810810836,70.0,-0.13006756756756654,0.1182432432432446,0.04729729729729616,-0.17736486486486272,0.0591216216216181,85.58857142857143,1.691428571428576,50,2580.0675675675607,2.3220608108108047
SOL/USD,replay-SOL/USD-16,replay-SOL/USD-39,PULLBACK_CONTINUATION,TREND,BULLISH,87.39,87.23,28.271405492730217,2.2235743134087245,2.2195032310177716,-4.523424878836738,-8.966502423263234,-0.09046849757673477,TIME_EFFICIENCY,1787254800000,1787265900000,185,10.177705977382862,5.936995153473169,0.20355411954765723,-0.1696284329563797,-163.214166666666,BAD,0.294022617124392,95.0,-0.09046849757673477,-0.016962843295638776,0.06219709208400616,0.0678513731825551,0.5993537964458819,85.62142857142857,1.768571428571428,50,2470.6381260096937,2.2235743134087245
SOL/USD,replay-SOL/USD-17,replay-SOL/USD-41,PULLBACK_CONTINUATION,TREND,BULLISH,87.74,87.22,29.166666666666703,2.3031750000000026,2.2895250000000025,-15.16666666666657,-19.759366666666573,-0.3033333333333314,STRUCTURE_INVALIDATION,1787260200000,1787266800000,110,0,15.749999999999787,0,-0.3208333333333321,0,BAD,0.3033333333333314,110.0,-0.16916666666666222,-0.13416666666666086,-0.20999999999999994,-0.19249999999999923,0.793333333333334,86.02571428571429,1.7142857142857122,50,2559.083333333336,2.3031750000000026
SOL/USD,replay-SOL/USD-18,replay-SOL/USD-48,PULLBACK_CONTINUATION,TREND,BULLISH,90.45,91.35,30.224525043177895,2.4604274611398966,2.4849093264248703,27.20207253885985,22.256735751295082,0.544041450777197,TRAILING,1787291400000,1787303100000,195,84.62867012089802,12.694300518134767,1.6925734024179604,-0.435233160621761,16.185535714285425,BAD,1.1485319516407633,10.0,0.30224525043177897,-0.23575129533678793,-0.22366148531951918,-0.06044905008636094,0.06044905008635235,88.79571428571428,1.6542857142857141,50,2733.808290155441,2.4604274611398966
SOL/USD,replay-SOL/USD-19,replay-SOL/USD-49,PULLBACK_CONTINUATION,TREND,BULLISH,91.47,91.77,16.50943396226415,1.3591061320754716,1.363563679245283,4.952830188679198,2.2301603773584437,0.09905660377358395,TIME_EFFICIENCY,1787323500000,1787334600000,185,9.245283018867962,11.721698113207443,0.18490566037735923,-0.24103773584905788,-26.67910714285754,BAD,0.08584905660377527,165.0,0.18490566037735923,0.05943396226415319,-0.003301886792454519,0.07264150943396189,0.052830188679244154,88.44142857142857,3.028571428571429,50,1510.1179245283017,1.3591061320754716
SOL/USD,replay-SOL/USD-21,replay-SOL/USD-51,PULLBACK_CONTINUATION,TREND,BULLISH,92.4,93.66,17.61449421238048,1.464821338701561,1.4847961751384002,22.194262707599247,19.244645193759286,0.44388525415198493,TIME_EFFICIENCY,1787347200000,1787358600000,190,42.979365878208334,0,0.8595873175641667,-0.031706089582286066,32.877049180327525,POOR,0.4157020634121818,65.0,0.12330145948666137,0.4826371414192218,0.5002516356316012,0.8595873175641667,1.5430296930045286,89.56142857142858,2.838571428571427,50,1627.5792652239566,1.464821338701561
SOL/USD,replay-SOL/USD-20,replay-SOL/USD-50,PULLBACK_CONTINUATION,TREND,BULLISH,92.24,93.57,17.61449421238048,1.462284851534978,1.4833694011071974,23.42727730246601,20.481623049823835,0.4685455460493202,TIME_EFFICIENCY,1787346900000,1787359500000,210,45.7976849521894,0,0.915953699043788,-0.02818319073980817,33.56553846153829,POOR,0.4474081529944678,80.0,0.271263210870663,0.4791142425767489,0.5530951182687497,0.7644690488173135,1.6240563663814802,89.40142857142857,2.838571428571427,50,1624.7609461499756,1.462284851534978
SOL/USD,replay-SOL/USD-22,replay-SOL/USD-53,PULLBACK_CONTINUATION,TREND,BULLISH,95.15,100.09,19.863791146424543,1.7010357548240658,1.7893501702610692,98.1271282633372,94.63674233825206,1.962542565266744,TRAILING,1787366100000,1787374200000,135,139.64245175936455,2.1850170261066886,2.7928490351872908,-0.19466515323496414,63.35711237553339,GOOD,0.8303064699205467,10.0,0.13110102156640133,0.43700340522133774,0.7230419977298507,2.1373439273552792,-0.7111237230420011,92.63285714285715,2.517142857142854,50,1890.0397275822954,1.7010357548240658
SOL/USD,replay-SOL/USD-24,replay-SOL/USD-58,PULLBACK_CONTINUATION,TREND,BULLISH,104.61,107.14,16.517225106182163,1.5550802265219443,1.5926899480887213,41.788579518640894,38.64080934403023,0.8357715903728179,TRAILING,1787838000000,1787854800000,280,79.11750825861266,0.6606890042473899,1.5823501651722531,-0.0792826805096727,41.90586638830895,POOR,0.7465785747994352,65.0,0.48890986314299334,0.2576687116564421,0.9613025011798008,0.852288815478999,1.503067484662576,101.58285714285714,3.0271428571428567,50,1727.866918357716,1.5550802265219443
SOL/USD,replay-SOL/USD-23,replay-SOL/USD-54,PULLBACK_CONTINUATION,TREND,BULLISH,102.02,107.14,19.47690595436839,1.7883305509181968,1.8780801335559263,99.72175848636626,96.05534780189213,1.994435169727325,TRAILING,1787810400000,1787854800000,740,143.73956594323892,20.645520311630538,2.8747913188647782,-0.43238731218697807,62.32550135501352,GOOD,0.8803561491374532,65.0,-0.41291040623261077,-0.3544796883695034,-0.296048970506396,0.24151363383416982,0.8336115748469674,99.45285714285714,2.567142857142857,50,1987.0339454646632,1.7883305509181968
SOL/USD,replay-SOL/USD-26,replay-SOL/USD-62,PULLBACK_CONTINUATION,TREND,BULLISH,109.97,107.86,15.086206896551749,1.4931271551724161,1.4644784482758644,-31.83189655172418,-34.78950215517246,-0.6366379310344836,STRUCTURE_INVALIDATION,1787877600000,1787882400000,80,0,31.228448275862018,0,-0.6637931034482778,0,BAD,0.6366379310344836,80.0,-0.24137931034482712,-0.2745689655172408,-0.4646551724137915,-0.905172413793105,-0.6849137931034482,106.6557142857143,3.3142857142857087,50,1659.0301724137958,1.4931271551724161
SOL/USD,replay-SOL/USD-25,replay-SOL/USD-60,PULLBACK_CONTINUATION,TREND,BULLISH,109.94,107.86,14.730639730639755,1.457537878787881,1.4299621212121234,-30.639730639730665,-33.52723063973067,-0.6127946127946133,STRUCTURE_INVALIDATION,1787873400000,1787882400000,150,0.1473063973064729,30.050505050504984,0.002946127946129458,-0.6393097643097658,-26103.859999986627,BAD,0.6157407407407428,90.0,-0.1973905723905732,-0.2680976430976425,-0.09427609427609242,-0.21801346801346685,-0.7777777777777792,106.54571428571428,3.394285714285709,50,1619.4865319865346,1.457537878787881
SOL/USD,replay-SOL/USD-27,replay-SOL/USD-63,PULLBACK_CONTINUATION,TREND,BULLISH,104.97,105.33,21.91609267376331,2.070479023168441,2.0775798371947403,7.889793362554779,3.7417345021915978,0.15779586725109557,TIME_EFFICIENCY,1788461400000,1788472500000,185,15.122103944896633,2.191609267376206,0.3024420788979327,-0.09204758922980316,-22.578695652174062,BAD,0.1446462116468371,170.0,0.13587977457733352,0.2366938008766465,0.074514715090796,0.004383218534754904,-0.5391358797745791,102.68857142857142,2.281428571428571,50,2300.5322479649344,2.070479023168441
SOL/USD,replay-SOL/USD-28,replay-SOL/USD-64,PULLBACK_CONTINUATION,TREND,BULLISH,105.18,105.22,21.91609267376331,2.0746211646837827,2.075410144020038,0.876643706950358,-3.2733876017534627,0.01753287413900716,TIME_EFFICIENCY,1788461700000,1788472800000,185,10.519724483406165,6.793988728866676,0.2103944896681233,-0.18409517845961254,-99.07125000000376,BAD,0.19286161552911613,175.0,-0.043832185347530354,0.1271133375078237,0.04383218534752412,-0.11396368190357145,-0.7495303694427087,102.89857142857143,2.281428571428571,50,2305.134627426425,2.0746211646837827
SOL/USD,replay-SOL/USD-29,replay-SOL/USD-67,PULLBACK_CONTINUATION,TREND,BULLISH,104.29,103.69,23.14814814814816,2.1727083333333344,2.160208333333334,-13.888888888889094,-18.22180555555576,-0.2777777777777819,STRUCTURE_INVALIDATION,1788496200000,1788499800000,60,0,12.731481481481751,0,-0.337962962962965,0,BAD,0.2777777777777819,60.0,-0.18981481481481993,-0.23148148148148162,-0.2962962962962967,-0.34722222222222243,-0.19907407407407735,102.13000000000001,2.159999999999999,50,2414.120370370372,2.1727083333333344
SOL/USD,replay-SOL/USD-30,replay-SOL/USD-69,PULLBACK_CONTINUATION,TREND,BULLISH,105.99,106.55,28.5248573757131,2.7210146699266478,2.7353911980440078,15.973920130399401,10.517514262428746,0.319478402607988,TIME_EFFICIENCY,1788686400000,1788697500000,185,29.095354523227655,0,0.5819070904645531,-0.01140994295028297,3.7655882352943073,BAD,0.26242868785656515,175.0,0.3251833740831335,0.2567237163814195,0.45069274653627056,0.353708231458845,-0.13691931540341995,104.23714285714286,1.7528571428571442,50,3023.349633251831,2.7210146699266478
SOL/USD,replay-SOL/USD-31,replay-SOL/USD-71,PULLBACK_CONTINUATION,TREND,BULLISH,107.13,106.27,26.138909634055263,2.520235250186706,2.5000037341299475,-22.47946228528751,-27.499701269604163,-0.4495892457057502,STRUCTURE_INVALIDATION,1788699300000,1788705900000,110,0,32.93502613890939,0,-1.0089619118745292,0,BAD,0.4495892457057502,110.0,-0.27184466019417264,-0.496639283047044,-0.03136669156086751,-0.7371172516803566,-0.5907393577296466,105.21714285714285,1.912857142857143,50,2800.2613890963403,2.520235250186706
XRP/USD,replay-XRP/USD-1,replay-XRP/USD-2,PULLBACK_CONTINUATION,TREND,BULLISH,1.38576,1.378,1742.941088591208,2.1737682386335373,2.161595538070816,-13.525222847468141,-17.860586624172495,-0.27050445694936287,STRUCTURE_INVALIDATION,1775640000000,1775649600000,160,0,23.459987052437707,0,-0.4855833872815105,0,BAD,0.27050445694936287,160.0,-0.25307504606344494,-0.16174493302127105,-0.09063293660674832,-0.2300682236940451,-1.0879438274986384,1.3570728571428572,0.028687142857142817,50,2415.2980429261524,2.1737682386335373
XRP/USD,replay-XRP/USD-2,replay-XRP/USD-4,PULLBACK_CONTINUATION,TREND,BULLISH,1.37394,1.37052,2602.23048327137,3.217777695167279,3.2097680297397697,-8.899628252788029,-15.327173977695079,-0.17799256505576058,STRUCTURE_INVALIDATION,1776160800000,1776164400000,60,0,10.200743494423572,0,-0.20505576208177523,0,BAD,0.17799256505576058,60.0,-0.10929368029739704,-0.09836431226765503,-0.11033457249070086,-0.10304832713753952,0.24981412639405864,1.354725714285714,0.019214285714285757,50,3575.308550185866,3.217777695167279
XRP/USD,replay-XRP/USD-3,replay-XRP/USD-10,PULLBACK_CONTINUATION,TREND,BULLISH,1.4015,1.4089,2242.7271562219644,2.8288638985005745,2.843800461361013,16.5961809560427,10.923516596181113,0.33192361912085405,TIME_EFFICIENCY,1776303300000,1776314400000,185,29.290016660259017,9.32974496988324,0.5858003332051803,-0.20049980776624246,3.851837672282317,BAD,0.25387671408432627,80.0,-0.04575163398692901,-0.06279636037421805,0.14174035627323048,0.256119441240553,0.3565936178392979,1.3792057142857141,0.02229428571428573,50,3143.182109445083,2.8288638985005745
XRP/USD,replay-XRP/USD-4,replay-XRP/USD-12,BREAKOUT_RETEST,TREND,BULLISH,1.4139,1.40861,2130.6385828209636,2.711258903025504,2.7011149327326938,-11.271078103122933,-16.68345193888113,-0.22542156206245867,TIME_EFFICIENCY,1776309600000,1776320700000,185,1.4062214646620597,23.841845741766654,0.028124429293241195,-0.5454434772021634,-1848.0227272724355,BAD,0.2535459913556999,185.0,-0.28507944238143906,-0.25652888537164037,-0.23820539355938306,-0.4018384367200264,0.11633286662202978,1.390432857142857,0.023467142857142877,50,3012.5098922505604,2.711258903025504
XRP/USD,replay-XRP/USD-5,replay-XRP/USD-13,PULLBACK_CONTINUATION,TREND,BULLISH,1.40931,1.40315,2232.4276055619353,2.831564293915042,2.8191877152698064,-13.75175405026189,-19.402506059446736,-0.27503508100523777,STRUCTURE_INVALIDATION,1776320400000,1776327300000,115,7.768848067355373,13.550835565760991,0.15537696134710746,-0.2768210230896792,-374.7407758620815,BAD,0.4304120423523452,75.0,-0.12010460517923574,-0.013394565633370136,0.02053833397116556,-0.12233703278479247,0.32414848832759496,1.3869128571428573,0.022397142857142845,50,3146.182548794491,2.831564293915042
XRP/USD,replay-XRP/USD-6,replay-XRP/USD-14,PULLBACK_CONTINUATION,TREND,BULLISH,1.43896,1.45022,1858.6373533004091,2.407054325314641,2.4258897562529875,20.928256598162694,16.095312516595065,0.4185651319632539,TIME_EFFICIENCY,1776356400000,1776367500000,185,19.701555944984232,40.79708990494382,0.3940311188996846,-0.8817375604057127,39.283547169811975,POOR,-0.024534013063569282,0.0,-0.3531410971270801,-0.7586957676172285,-0.6698529021294647,-0.30667516329457084,0.38399447719186264,1.4120585714285714,0.02690142857142857,50,2674.504805905157,2.407054325314641
XRP/USD,replay-XRP/USD-7,replay-XRP/USD-15,PULLBACK_CONTINUATION,TREND,BULLISH,1.42966,1.44449,1858.6373533004091,2.3914975306675164,2.4163047634220174,27.563591949445293,22.755789655355755,0.5512718389889059,STRUCTURE_INVALIDATION,1776357600000,1776385800000,470,66.52063087462162,23.511762519249856,1.3304126174924322,-0.5360310126918334,21.6969712210118,POOR,0.7791407785035264,270.0,-0.3613191014815977,-0.4702352503849971,-0.11597897084594595,0.315224895119751,0.7847166905634313,1.4027585714285713,0.02690142857142857,50,2657.219478519463,2.3914975306675164
XRP/USD,replay-XRP/USD-8,replay-XRP/USD-18,PULLBACK_CONTINUATION,TREND,BULLISH,1.49222,1.47902,1457.4831348380137,1.9573969351211828,1.9400820354793071,-19.23877737986193,-23.136256350462418,-0.3847755475972386,STRUCTURE_INVALIDATION,1776455700000,1776458700000,50,0,21.920546347963967,0,-0.4760139918381005,0,BAD,0.3847755475972386,50.0,-0.13292246189723034,-0.28216873490464334,-0.28770717081702524,-0.35591738152744457,-0.3999333721995561,1.457914285714286,0.034305714285714224,50,2174.885483467981,1.9573969351211828
XRP/USD,replay-XRP/USD-9,replay-XRP/USD-20,PULLBACK_CONTINUATION,TREND,BULLISH,1.43145,1.4253,2766.5797170184196,3.5641984823334147,3.548885463599718,-17.01446525966294,-24.127549205596072,-0.34028930519325884,STRUCTURE_INVALIDATION,1778299500000,1778307300000,130,5.726820014228173,17.097462651173423,0.11453640028456347,-0.437119595288899,-634.758695652163,BAD,0.4548257054778223,130.0,-0.008299739151048202,-0.2141332700972156,-0.30266382104180756,-0.29934392538138827,-0.7530629989724082,1.4133771428571427,0.01807285714285713,50,3960.2205359260165,3.5641984823334147
XRP/USD,replay-XRP/USD-10,replay-XRP/USD-23,PULLBACK_CONTINUATION,TREND,BULLISH,1.17642,1.16735,2148.4255110183553,2.2747056657049924,2.2571680682585495,-19.48621938493629,-24.018093118899834,-0.3897243876987258,STRUCTURE_INVALIDATION,1783187100000,1783195200000,135,9.130808421828197,21.699097661285386,0.18261616843656395,-0.45804431894911823,-348.19242352940256,BAD,0.5723405561352898,125.0,0.07863237370327172,0.13878828801178858,-0.13706954760297219,-0.3708182432017645,-0.8340187833773224,1.153147142857143,0.023272857142857126,50,2527.450739672214,2.2747056657049924
XRP/USD,replay-XRP/USD-11,replay-XRP/USD-26,BREAKOUT_RETEST,TREND,BULLISH,1.29684,1.306,771.1051478979674,0.9,0.9063569908392709,7.063323154745426,5.256966163906155,0.1412664630949085,TIME_EFFICIENCY,1787279400000,1787290500000,185,17.496375805804956,7.140433669535214,0.3499275161160991,-0.19570648653650552,12.202926399295043,BAD,0.20866105302119062,90.0,-0.08528422935751573,-0.14280867339070427,0.15992720767403829,0.08713488171246928,0.9987353875574463,1.231998,0.064842,50,1000,0.9
XRP/USD,replay-XRP/USD-12,replay-XRP/USD-27,BREAKOUT_RETEST,TREND,BULLISH,1.36499,1.36476,942.1772369979512,1.15745625605685,1.1572612253687915,-0.216700764509484,-2.5314182459351255,-0.00433401529018968,BREAK_EVEN,1787304300000,1787313000000,145,57.614138042424756,0.5841498869385817,1.1522827608484951,-0.1326585549693103,-11.312397383483152,BAD,1.1566167761386847,120.0,0.44338860773123684,1.0363949606977494,0.22913750403790498,0.44470765586303423,0.7788037041025082,1.3119214285714282,0.05306857142857159,50,1286.0625067298333,1.15745625605685
XRP/USD,replay-XRP/USD-13,replay-XRP/USD-28,PULLBACK_CONTINUATION,TREND,BULLISH,1.41154,1.39153,708.4460943366819,0.9,0.8872415942870906,-14.176006347677063,-15.963247941964154,-0.2835201269535413,TIME_EFFICIENCY,1787319900000,1787331000000,185,5.447950465449066,16.620145373138584,0.10895900930898131,-0.36088244045510726,-349.1093107932402,BAD,0.3924791362625226,185.0,-0.12978732448248093,-0.2310951159726263,-0.17271915779928196,-0.17952024030491462,-0.5687405245334891,1.340963,0.070577,50,1000,0.9
XRP/USD,replay-XRP/USD-14,replay-XRP/USD-29,PULLBACK_CONTINUATION,TREND,BULLISH,1.41849,1.39652,704.9750086359438,0.9,0.8860605291542414,-15.488300939731717,-17.27436146888596,-0.30976601879463433,TIME_EFFICIENCY,1787320200000,1787331300000,185,0.3101890037998124,21.438290012619085,0.006203780075996248,-0.4571057955995476,-6552.891136363706,BAD,0.3159697988706306,185.0,-0.17990962220389434,-0.29594850862537014,-0.25167607808303083,-0.25576493313312104,-0.7044110286290352,1.3475655,0.0709245,50,1000,0.9
XRP/USD,replay-XRP/USD-15,replay-XRP/USD-32,BREAKOUT_RETEST,TREND,BULLISH,1.45424,1.67951,687.6444053251183,0.9,1.0394150896688306,154.90565518758947,152.96624009792063,3.098113103751789,PROFIT,1787356800000,1787375100000,305,154.45180988007482,16.187149301353212,3.089036197601496,-0.42496424249092213,96.7201567160857,EXCELLENT,-0.009076906150292885,5.0,-0.12913961932005735,0.24961491913301945,0.21674551655847724,0.5161458906370346,1.0503080646935863,1.3815279999999999,0.072712,50,1000.0000000000001,0.9
XRP/USD,replay-XRP/USD-17,replay-XRP/USD-34,PULLBACK_CONTINUATION,TREND,BULLISH,1.61324,1.52376,619.8705710247699,0.8999999999999998,0.8500805831742331,-55.46601869529641,-57.216099278470644,-1.1093203739059283,EMERGENCY,1787383800000,1787385900000,35,0,55.509409635268156,0,-1.181969204830031,0,BAD,1.1093203739059283,35.0,-0.44729860405147537,-1.1101881927053632,-1.4364880612928008,-1.192878926880067,-1.4383476730058764,1.532578,0.08066200000000001,50,999.9999999999998,0.8999999999999998
XRP/USD,replay-XRP/USD-16,replay-XRP/USD-33,PULLBACK_CONTINUATION,TREND,BULLISH,1.59647,1.51313,626.3819551886348,0.8999999999999999,0.8530175950691211,-52.202672145420806,-53.95568974048992,-1.0440534429084163,EMERGENCY,1787383500000,1787387400000,65,10.059694200329453,52.91048375478401,0.20119388400658905,-1.4022186448852791,-565.5625342465764,BAD,1.2452473269150053,60.0,-0.03031688663113104,-0.4145395779438394,-1.0582096750956804,-0.9979517310065339,-1.1907520968135958,1.5166465,0.0798235,50,999.9999999999999,0.8999999999999999
XRP/USD,replay-XRP/USD-18,replay-XRP/USD-35,PULLBACK_CONTINUATION,TREND,BULLISH,1.47409,1.44627,1246.0393748442457,1.6530967638577385,1.6218984299903882,-34.66481540816686,-37.93981060201499,-0.6932963081633372,STRUCTURE_INVALIDATION,1788470100000,1788474600000,75,0,34.191320445725985,0,-0.8136637117732886,0,BAD,0.6932963081633372,60.0,-0.01545088824806473,-0.13382462885826885,-0.4797251593150343,-0.46502189469186994,-0.6486880985439142,1.433962857142857,0.04012714285714284,50,1836.774182064154,1.6530967638577385
XRP/USD,replay-XRP/USD-19,replay-XRP/USD-36,PULLBACK_CONTINUATION,TREND,BULLISH,1.45547,1.44788,1247.0605002494135,1.6335532316682124,1.6250345613910087,-9.46518919689303,-12.723776989952253,-0.1893037839378606,STRUCTURE_INVALIDATION,1788496200000,1788499800000,60,1.0101190052019968,9.739542506948037,0.020202380104039935,-0.26886624385377383,-1813.758395061777,BAD,0.20950616404190053,60.0,-0.13493194612698994,-0.18780731133756257,-0.19379320173876022,-0.3172521912634524,-0.23719090714744165,1.4153757142857144,0.04009428571428567,50,1815.059146298014,1.6335532316682124
XRP/USD,replay-XRP/USD-20,replay-XRP/USD-38,BREAKOUT_RETEST,TREND,BULLISH,1.45437,1.44553,1724.3927674040492,2.257114598216484,2.2433953293590174,-15.243632063851724,-19.744141991427227,-0.30487264127703445,STRUCTURE_INVALIDATION,1788514500000,1788517800000,55,0.8966842390502365,16.864561265211428,0.01793368478100473,-0.39005764398679355,-3063.664038461083,BAD,0.32280632605803916,55.0,-0.04310981918510031,-0.24175986599004634,-0.20175395378627067,0.012760506478789324,-1.9354584421343028,1.4253742857142857,0.028995714285714298,50,2507.905109129427,2.257114598216484
XRP/USD,replay-XRP/USD-21,replay-XRP/USD-39,PULLBACK_CONTINUATION,TREND,BULLISH,1.4436,1.42893,2089.053360391543,2.714181687955108,2.6865999164378587,-30.646412796943853,-36.04719440133682,-0.612928255938877,STRUCTURE_INVALIDATION,1788941100000,1788946200000,85,0,31.064223469022114,0,-0.6785245314551743,0,BAD,0.612928255938877,85.0,-0.12617882296765012,-0.1579324340455962,-0.45917392861406336,-0.9609645457801058,-0.7683538259520054,1.4196657142857143,0.02393428571428578,50,3015.7574310612313,2.714181687955108
