pair,lotId,signalId,setupTag,regimeAtEntry,directionAtEntry,entryPrice,exitPrice,volume,entryFeeUsd,exitFeeUsd,grossPnlUsd,netPnlUsd,rMultiple,exitReason,openedAtMs,closedAtMs,holdTimeMinutes,mfeUsd,maeUsd,mfeR,maeR,profitCapturePct,profitCaptureClass,givebackR,timeSinceLastMfeMin,rAt15m,rAt30m,rAt60m,rAt120m,rAt360m,initialStopPrice,initialStopDistanceUsd,riskUsd,notionalUsd,entryFee
BTC/USD,replay-BTC/USD-11,replay-BTC/USD-46,PULLBACK_CONTINUATION,TREND,BULLISH,81170,81607.8,0.04195033080832289,3.064597516540412,3.081126785885507,18.365854827883883,12.220130525457964,0.36731709655767764,TIME_EFFICIENCY,1788461700000,1788472800000,185,38.2545066641094,0,0.765090133282188,-0.00008390066162152943,4.201754578353236,BAD,0.39777303672451036,30.0,0.030120337520370948,0.32360485185540033,0.48402291686642457,0.2573233291782501,-0.16419359478377335,79978.11428571428,1191.885714285716,50,3405.108351711569,3.064597516540412
BTC/USD,replay-BTC/USD-12,replay-BTC/USD-47,PULLBACK_CONTINUATION,TREND,BULLISH,81090.8,80948.7,0.055488616906588316,4.0496547022638945,4.042558263047711,-7.884932462426523,-15.977145427738128,-0.15769864924853044,STRUCTURE_INVALIDATION,1788510900000,1788517800000,115,6.580949965120889,13.855507641574942,0.1316189993024178,-0.30119221256897105,-454.3646880270199,BAD,0.2893176485509482,75.0,0.1316189993024178,0.02508085484176823,0.06647536305408634,-0.005659838924478468,-1.9785021244213163,80189.71428571428,901.0857142857234,50,4499.616335848772,4.0496547022638945
ETH/USD,replay-ETH/USD-1,replay-ETH/USD-1,PULLBACK_CONTINUATION,TREND,BULLISH,2141.21,2126.64,1.3416130021465826,2.5854076586936556,2.5678150873965073,-19.547301441275927,-24.70052418736609,-0.3909460288255186,STRUCTURE_INVALIDATION,1775047500000,1775049300000,30,0,29.072753756516544,0,-0.7633777982214006,0,BAD,0.3909460288255186,30.0,-0.5814550751303309,-0.273689052437898,-0.736277215578046,-0.41455841766328916,-0.2865685372585057,2103.941428571429,37.26857142857138,50,2872.675176326284,2.5854076586936556
ETH/USD,replay-ETH/USD-2,replay-ETH/USD-2,PULLBACK_CONTINUATION,TREND,BULLISH,2149.07,2126.95,1.2964403452235465,2.5075269474386106,2.4817174130458994,-28.677260436345296,-33.666504796829805,-0.573545208726906,STRUCTURE_INVALIDATION,1775061900000,1775068200000,105,20.237433788939136,31.334963144053212,0.4047486757787827,-0.6580731192354751,-208.59681614350433,BAD,0.9782938845056887,90.0,0.40474867577878276,0.11642034300106882,-0.3370744897581221,-0.4807200800088901,-0.18435381709079163,2110.5028571428575,38.56714285714276,50,2786.1410527095672,2.5075269474386106
ETH/USD,replay-ETH/USD-3,replay-ETH/USD-3,PULLBACK_CONTINUATION,TREND,BULLISH,2157,2118.14,1.3485397241273047,2.6179201664483367,2.5707563381367082,-52.404253679587235,-57.59293018417228,-1.0480850735917446,EMERGENCY,1775091300000,1775092800000,25,0,52.43122447406976,0,-1.346382060568703,0,BAD,1.0480850735917446,25.0,-0.42883563227248533,-1.1567773753563986,-1.5559451336980856,-2.2517916313477673,-2.8988209909840545,2119.922857142857,37.07714285714279,50,2908.8001849425964,2.6179201664483367
ETH/USD,replay-ETH/USD-4,replay-ETH/USD-6,PULLBACK_CONTINUATION,TREND,BULLISH,2161.24,2127.77,1.595187092657586,3.102823936921753,3.0547721161296284,-53.390911991249084,-59.54850804430046,-1.0678182398249818,EMERGENCY,1775488200000,1775495700000,125,9.315892621120534,53.03997083086473,0.1863178524224107,-1.1877763091928246,-752.1608904109368,BAD,1.2541360922473925,105.0,0.15569026024338387,0.11804384485667008,0.17196116858849822,-1.0607994166172947,-0.46260425687069995,2129.8957142857143,31.34428571428563,50,3447.582152135281,3.102823936921753
ETH/USD,replay-ETH/USD-5,replay-ETH/USD-13,PULLBACK_CONTINUATION,TREND,BULLISH,2377.61,2385.56,0.9813817855540604,2.100008832436071,2.10703061911171,7.801985195154602,3.594945743606821,0.15603970390309205,TIME_EFFICIENCY,1776150300000,1776161400000,185,15.181976222521119,5.2405787348588255,0.30363952445042236,-0.12228017048003628,-24.124686489982103,BAD,0.1475998205473303,95.0,0.02080529385374501,-0.03493719156572848,0.04023665320771112,0.30069537909375843,0.033170704351728315,2326.6614285714286,50.94857142857141,50,2333.34314715119,2.100008832436071
ETH/USD,replay-ETH/USD-6,replay-ETH/USD-15,BREAKOUT_RETEST,TREND,BULLISH,2377.06,2375.85,0.9813817855540604,2.0995230484522214,2.098454323687753,-1.187471960520449,-5.385449332660423,-0.023749439210408976,STRUCTURE_INVALIDATION,1776153300000,1776164400000,185,15.72173620457603,1.5113279497532173,0.3144347240915206,-0.060060565275907425,-80.229425717853,BAD,0.3381841633019296,145.0,0.01825370121130231,0.08066958277254627,0.2245401525347701,0.21158591296545937,0.31502355316285696,2326.1114285714284,50.94857142857141,50,2332.803387169135,2.0995230484522214
ETH/USD,replay-ETH/USD-7,replay-ETH/USD-24,PULLBACK_CONTINUATION,TREND,BULLISH,2367.11,2354.87,1.1056006570426757,2.3553705341630597,2.343191237325077,-13.532552042202612,-18.231113813690747,-0.2706510408440522,STRUCTURE_INVALIDATION,1777915200000,1777923900000,145,6.202419686009049,14.383864548125453,0.12404839372018098,-0.2938686546419424,-424.06201426027854,BAD,0.3946994345642332,115.0,0.009065925387746723,0.12404839372018098,-0.02697665603184692,-0.19657579682219498,-0.3969106358783266,2321.8857142857146,45.224285714285735,50,2617.0783712922885,2.3553705341630597
ETH/USD,replay-ETH/USD-8,replay-ETH/USD-25,PULLBACK_CONTINUATION,TREND,BULLISH,1754.21,1752.55,2.098572970380145,3.313203921333499,3.3100686533157506,-3.4836311308312125,-10.106903705480462,-0.06967262261662424,STRUCTURE_INVALIDATION,1783139100000,1783147500000,140,12.360594795538788,6.022904424991264,0.24721189591077575,-0.16956469600671417,-174.00660441426663,BAD,0.31688451852739996,115.0,0.08352320422113015,0.24721189591077572,-0.03819402806092207,-0.07093176639885118,0.14815925170883706,1730.3842857142859,23.82571428571425,50,3681.3376903705544,3.313203921333499
ETH/USD,replay-ETH/USD-9,replay-ETH/USD-26,BREAKOUT_RETEST,TREND,BULLISH,1788.25,1784.81,2.259959966423457,3.6372360689610725,3.630239232905025,-7.774262284496816,-15.041737586362913,-0.1554852456899363,STRUCTURE_INVALIDATION,1783292400000,1783296900000,75,24.836960030993815,14.757538580745113,0.4967392006198763,-0.43978820946600555,-110.90686988171103,BAD,0.6522244463098126,60.0,0.44973203331827,0.023503583650803128,-0.14644540582424043,0.08633047071737976,-0.6061212629947749,1766.1257142857144,22.124285714285666,50,4041.3734099567473,3.6372360689610725
ETH/USD,replay-ETH/USD-10,replay-ETH/USD-31,PULLBACK_CONTINUATION,TREND,BULLISH,1881.96,1922.08,2.0891780576613175,3.5385745836566636,3.6140106249626984,83.81782367337183,76.66523846475246,1.6763564734674368,STRUCTURE_INVALIDATION,1784116500000,1784150100000,560,118.163910941324,4.491732823972023,2.3632782188264803,-0.17590879245508445,54.34567892503522,GOOD,0.6869217453590435,475.0,-0.02507013669194151,0.07228556079508235,1.8200919238345377,1.7498955410971146,1.8447442249149377,1858.027142857143,23.932857142857106,50,3931.749537396293,3.5385745836566636
ETH/USD,replay-ETH/USD-11,replay-ETH/USD-34,PULLBACK_CONTINUATION,TREND,BULLISH,1926.23,1917.79,1.8222523038475518,3.1590693497162428,3.1452275212162166,-15.379809444473436,-21.684106315405895,-0.3075961888894687,STRUCTURE_INVALIDATION,1784171700000,1784175300000,60,0,20.664341125631086,0,-0.4275003904826363,0,BAD,0.3075961888894687,60.0,-0.06924558754621028,-0.3844952361118318,-0.4275003904826363,-0.20737231217785337,-1.525589628781175,1898.7914285714285,27.438571428571485,50,3510.0770552402696,3.1590693497162428
ETH/USD,replay-ETH/USD-12,replay-ETH/USD-40,PULLBACK_CONTINUATION,TREND,BULLISH,1913.22,1928.35,1.6169269149034444,2.784183220918411,2.806200914718651,24.464104222488924,18.87372008685186,0.4892820844497785,TIME_EFFICIENCY,1784602500000,1784614200000,195,28.829806892728296,0,0.5765961378545659,0,31.93887829500789,POOR,0.08731405340478737,25.0,0.31562413378915205,0.32920631987434334,0.40778896793864544,0.32144507068280653,0.8178416335581611,1882.297142857143,30.92285714285718,50,3093.536912131568,2.784183220918411
