policy,pair,lotId,exitReason,entryPrice,exitPrice,volume,grossPnlUsd,entryFeeUsd,exitFeeUsd,netPnlUsd,rMultiple,mfeR,holdTimeMinutes,openedAtMs,closedAtMs
E0,SOL/USD,replay-SOL/USD-11,TIME_EFFICIENCY,92.24,93.57,17.61449421238048,23.42727730246601,1.462284851534978,1.4833694011071974,20.481623049823835,0.4685455460493202,0.915953699043788,210,1787346900000,1787359500000
E0,SOL/USD,replay-SOL/USD-13,TRAILING,95.15,100.09,19.863791146424543,98.1271282633372,1.7010357548240658,1.7893501702610692,94.63674233825206,1.962542565266744,2.7928490351872908,135,1787366100000,1787374200000
E0,SOL/USD,replay-SOL/USD-15,TRAILING,104.61,107.14,16.517225106182163,41.788579518640894,1.5550802265219443,1.5926899480887213,38.64080934403023,0.8357715903728179,1.5823501651722531,280,1787838000000,1787854800000
E0,SOL/USD,replay-SOL/USD-14,TRAILING,102.02,107.14,19.47690595436839,99.72175848636626,1.7883305509181968,1.8780801335559263,96.05534780189213,1.994435169727325,2.8747913188647782,740,1787810400000,1787854800000
E0,SOL/USD,replay-SOL/USD-17,STRUCTURE_INVALIDATION,109.97,107.86,15.086206896551749,-31.83189655172418,1.4931271551724161,1.4644784482758644,-34.78950215517246,-0.6366379310344836,0,80,1787877600000,1787882400000
E0,SOL/USD,replay-SOL/USD-16,STRUCTURE_INVALIDATION,109.94,107.86,14.730639730639755,-30.639730639730665,1.457537878787881,1.4299621212121234,-33.52723063973067,-0.6127946127946133,0.002946127946129458,150,1787873400000,1787882400000
E0,SOL/USD,replay-SOL/USD-18,TIME_EFFICIENCY,104.97,105.33,21.91609267376331,7.889793362554779,2.070479023168441,2.0775798371947403,3.7417345021915978,0.15779586725109557,0.3024420788979327,185,1788461400000,1788472500000
E0,SOL/USD,replay-SOL/USD-19,TIME_EFFICIENCY,105.18,105.22,21.91609267376331,0.876643706950358,2.0746211646837827,2.075410144020038,-3.2733876017534627,0.01753287413900716,0.2103944896681233,185,1788461700000,1788472800000
E0,SOL/USD,replay-SOL/USD-20,STRUCTURE_INVALIDATION,104.29,103.69,23.14814814814816,-13.888888888889094,2.1727083333333344,2.160208333333334,-18.22180555555576,-0.2777777777777819,0,60,1788496200000,1788499800000
E0,SOL/USD,replay-SOL/USD-21,TIME_EFFICIENCY,105.99,106.55,28.5248573757131,15.973920130399401,2.7210146699266478,2.7353911980440078,10.517514262428746,0.319478402607988,0.5819070904645531,185,1788686400000,1788697500000
E0,SOL/USD,replay-SOL/USD-22,STRUCTURE_INVALIDATION,107.13,106.27,26.138909634055263,-22.47946228528751,2.520235250186706,2.5000037341299475,-27.499701269604163,-0.4495892457057502,0,110,1788699300000,1788705900000
E0,XRP/USD,replay-XRP/USD-1,TIME_EFFICIENCY,1.29684,1.306,771.1051478979674,7.063323154745426,0.9,0.9063569908392709,5.256966163906155,0.1412664630949085,0.3499275161160991,185,1787279400000,1787290500000
E0,XRP/USD,replay-XRP/USD-2,BREAK_EVEN,1.36499,1.36476,942.1772369979512,-0.216700764509484,1.15745625605685,1.1572612253687915,-2.5314182459351255,-0.00433401529018968,1.1522827608484951,145,1787304300000,1787313000000
E0,XRP/USD,replay-XRP/USD-3,TIME_EFFICIENCY,1.41154,1.39153,708.4460943366819,-14.176006347677063,0.9,0.8872415942870906,-15.963247941964154,-0.2835201269535413,0.10895900930898131,185,1787319900000,1787331000000
E0,XRP/USD,replay-XRP/USD-4,TIME_EFFICIENCY,1.41849,1.39652,704.9750086359438,-15.488300939731717,0.9,0.8860605291542414,-17.27436146888596,-0.30976601879463433,0.006203780075996248,185,1787320200000,1787331300000
E0,XRP/USD,replay-XRP/USD-5,PROFIT,1.45424,1.67951,687.6444053251183,154.90565518758947,0.9,1.0394150896688306,152.96624009792063,3.098113103751789,3.089036197601496,305,1787356800000,1787375100000
E0,XRP/USD,replay-XRP/USD-7,EMERGENCY,1.61324,1.52376,619.8705710247699,-55.46601869529641,0.8999999999999998,0.8500805831742331,-57.216099278470644,-1.1093203739059283,0,35,1787383800000,1787385900000
E0,XRP/USD,replay-XRP/USD-6,EMERGENCY,1.59647,1.51313,626.3819551886348,-52.202672145420806,0.8999999999999999,0.8530175950691211,-53.95568974048992,-1.0440534429084163,0.20119388400658905,65,1787383500000,1787387400000
E0,XRP/USD,replay-XRP/USD-8,STRUCTURE_INVALIDATION,1.47409,1.44627,1246.0393748442457,-34.66481540816686,1.6530967638577385,1.6218984299903882,-37.93981060201499,-0.6932963081633372,0,75,1788470100000,1788474600000
